id,recetteid,unit,quantite,ingredient
11998,1270,,,curry
11999,1270,filets,4.0,panga
12000,1270,,,estragon
12001,1271,,,cumin
12002,1271,,,sel
12003,1271,,,poivre
12004,1271,,,coriandre
12005,1271,,,persil
12006,1271,cl,10.0,huile d'olive
12007,1271,,2.0,oignons
12008,1271,g,500.0,viande hachée
12009,1271,g,500.0,coulis de tomate
12010,1271,,4.0,oeufs
12011,1271,,,paprika
12012,1272,pincée,1.0,curcuma
12013,1272,pincée,1.0,poivre
12014,1272,pincée,1.0,sel
12015,1272,cuillère,1.0,petite safran
12016,1272,cl,5.0,huile d'olive
12017,1272,,2.0,carottes
12018,1272,,1.0,oignon
12019,1272,g,250.0,pois chiches
12020,1272,bouquet,1.0,persil
12021,1272,,1.0,riz long
12022,1272,,3,cuisses de poulet
12023,1272,botte,1.0,blette
12024,1272,poignée,1,menthe
12025,1272,cuillère à soupe,1,concentré de tomates
12026,1273,,300.0,tagliatelles fraîches
12027,1273,bloc,1.0,Foie gras
12028,1273,cl,15.0,crème fraîche épaisse
12029,1273,pincée,1.0,Parmesan
12030,1274,,1.0,oignon
12031,1274,cuillères à soupe,3.0,moutarde
12032,1274,pot,1.0,crème fraîche épaisse
12033,1274,blancs,4.0,de poulet
12034,1275,,,sel
12035,1275,,,poivre
12036,1275,,,beurre
12037,1275,,,farine
12038,1275,,6.0,langues
12039,1275,,,girofle
12040,1275,,,laurier
12041,1275,,,champignon
12042,1275,,,concentré de tomates
12043,1275,,,madère
12044,1275,,2,poireaux
12045,1275,,2.0,carottes
12046,1275,,1,céleri
12047,1276,,,huile
12048,1276,,,sel
12049,1276,,,poivre
12050,1276,,,persil
12051,1276,,,piment
12052,1276,,1.0,oignon
12053,1276,g,400.0,calamar
12054,1276,g,150.0,chorizo
12055,1276,gousses,2.0,ail
12056,1276,"cl, blanc",20.0,vin
12057,1276,,6,tomates pelées
12058,1277,,,huile d'olive
12059,1277,,,huile
12060,1277,,,sel
12061,1277,,,poivre
12062,1277,,,persil
12063,1277,,,basilic
12064,1277,,,beurre
12065,1277,,,piment
12066,1277,,,muscade
12067,1277,,1.0,oignon
12068,1277,g,250,canneloni
12069,1277,g,500.0,boeuf
12070,1277,g,250,veau
12071,1277,g,150,porc
12072,1277,,2.0,oeufs
12073,1277,gousses,4.0,ail
12074,1277,cuillères à soupe,2.0,Parmesan
12075,1277,,4.0,biscottes
12076,1277,,,beurre
12077,1277,g,70.0,gruyère râpé
12078,1278,cuillère à café,0.5,curry
12079,1278,cuillères à soupe,5.0,huile d'olive
12080,1278,,40.0,crevettes
12081,1278,boîte,1.0,de 300 g ananas
12082,1278,g,300.0,poitrine fumée
12083,1278,,1.0,jus de citron
12084,1279,,,huile d'olive
12085,1279,,,sel
12086,1279,,,poivre
12087,1279,,1.0,safran
12088,1279,briquette,1.0,crème fraîche
12089,1279,,20.0,tomates cerise
12090,1279,,2.0,oignons
12091,1279,g,250.0,tagliatelles
12092,1279,,16.0,gambas
12093,1280,,,cumin
12094,1280,cuillère à soupe,,yaourt
12095,1280,,,huile
12096,1280,,,sel
12097,1280,g,250.0,riz
12098,1280,g,125.0,lentilles
12099,1281,g,500.0,haricot
12100,1281,,1.0,chorizo
12101,1281,,1.0,boudin noir
12102,1281,g,200.0,lard
12103,1282,g,50.0,beurre
12104,1282,,,sel
12105,1282,,,poivre
12106,1282,,1.0,chevreuil
12107,1282,g,30.0,sucre en poudre
12108,1282,cuillère à café,0.5,poivre
12109,1282,,4.0,clous de girofle
12110,1282,cuillère à café,1.0,muscade
12111,1282,cl,10.0,cognac
12112,1282,bouteille,1.0,vin rouge
12113,1282,cuillère à café,1,cannelle
12114,1282,,,sel
12115,1282,,,poivre
12116,1282,cuillère à soupe,1,rase farine
12117,1282,g,25.0,beurre
12118,1282,kg,2.0,marrons
12119,1283,,,sel
12120,1283,,,poivre
12121,1283,,1.0,oignon
12122,1283,,3.0,poireaux
12123,1283,,4.0,carottes
12124,1283,,3.0,navets
12125,1283,branche,1.0,céleri
12126,1283,g,800.0,pomme de terre
12127,1283,g,250.0,gruyère
12128,1283,bouquet,1.0,garni
12129,1284,cuillères à soupe,2.0,crème fraîche
12130,1284,g,500.0,farfalle
12131,1284,g,75.0,poulet
12132,1284,cl,20.0,sauce pesto rosso
12133,1285,,,sel
12134,1285,,,poivre
12135,1285,,1.0,cube de bouillon
12136,1285,,1.0,poivron rouge
12137,1285,,3.0,courgettes
12138,1285,,2.0,carottes
12139,1285,,2.0,oignons
12140,1285,,1.0,piment
12141,1285,morceau,1.0,petit gingembre
12142,1285,pincée,1.0,piment
12143,1285,cuillères à soupe,2,huile
12144,1285,g,400.0,dakatine
12145,1285,,1,poulet
12146,1285,cuillère à soupe,1,concentré de tomates
12147,1285,gousses,2.0,ail
12148,1285,,2.0,pommes de terre
12149,1285,,1.0,patate douce
12150,1286,,,sel
12151,1286,,,poivre
12152,1286,gousse,1.0,vanille
12153,1286,g,30.0,beurre
12154,1286,cuillères à soupe,4.0,mielliquide
12155,1286,filet,1.0,mignon
12156,1287,,,beurre
12157,1287,,,persil
12158,1287,,,cumin en poudre
12159,1287,,,thym
12160,1287,,,curry
12161,1287,,,poivre vert
12162,1287,gros,,sel
12163,1287,,2.0,tomates
12164,1287,,1.0,saumon
12165,1287,,1.0,citron
12166,1287,,,coriandre en grains
12167,1287,,,grain fenouil
12168,1288,,,sel
12169,1288,,,poivre
12170,1288,g,500.0,reblochon
12171,1288,cl,20.0,crème fraîche
12172,1288,,3.0,oignons
12173,1288,g,200.0,lardons fumés
12174,1288,kg,1.0,courgette
12175,1289,,,thym
12176,1289,,,sel
12177,1289,,,poivre
12178,1289,cl,10.0,huile d'olive
12179,1289,,1.0,chapon
12180,1289,,,graine de fenouil
12181,1290,,,poivre
12182,1290,,,sel
12183,1290,cuillères à soupe,2.0,huile d'olive
12184,1290,g,150.0,comté
12185,1290,"g, filet",800.0,mignon
12186,1290,tranches,8.0,bacon
12187,1291,,,persil
12188,1291,,1.0,tomate
12189,1291,,1.0,oignon
12190,1291,g,400.0,pâtes
12191,1291,kg,1.0,palourde
12192,1291,"verre, blanc",1.0,vin sec
12193,1291,gousses,2.0,ail
12194,1292,,,sel
12195,1292,,,poivre
12196,1292,doses,2.0,safran
12197,1292,boîte,1.0,tomates concassées
12198,1292,,1.0,poivron vert
12199,1292,,1.0,poivron rouge
12200,1292,,2.0,oignons
12201,1292,cuillères à soupe,2.0,huile d'olive
12202,1292,g,350.0,riz rond
12203,1292,g,150.0,petits pois
12204,1292,poignée,1,haricots verts
12205,1292,g,250.0,champignon
12206,1292,gousses,2,ail
12207,1292,g,150,noix de cajou
12208,1292,,,poivre de Cayenne
12209,1293,g,500.0,pâtes
12210,1293,,2.0,oignons
12211,1293,g,200.0,lardons fumés
12212,1293,g,500.0,champignons de Paris
12213,1293,cl,25.0,crème allégée
12214,1294,,,gruyère râpé
12215,1294,,,poivre
12216,1294,,,sel
12217,1294,,,moutarde
12218,1294,,1.0,pâte brisée
12219,1294,boîte,1.0,grande thon
12220,1294,cl,20.0,crème liquide
12221,1295,,,sel
12222,1295,,,poivre
12223,1295,g,20.0,beurre
12224,1295,,1.0,oignon
12225,1295,,3.0,carottes
12226,1295,g,500.0,haricot
12227,1295,,4.0,saucisses de Toulouse
12228,1296,,,sel
12229,1296,,,poivre
12230,1296,cuillères à soupe,3.0,miel
12231,1296,cl,10.0,huile d'olive
12232,1296,,1.0,oignon
12233,1296,,2.0,cuisses de poulet
12234,1297,cuillères à soupe,3.0,huile d'olive
12235,1297,,,sel
12236,1297,cuillère à café,1.0,cumin
12237,1297,cuillère à café,1.0,curry
12238,1297,,1.0,oignon
12239,1297,,3.0,aubergines
12240,1297,g,250.0,tomates pelées
12241,1297,cuillères à soupe,5.0,lait de coco
12242,1297,,1.0,cannelle
12243,1298,,,sel
12244,1298,,,poivre
12245,1298,,,thym
12246,1298,g,50.0,beurre
12247,1298,,,moutarde de Dijon
12248,1298,,2.0,cuisses de lapin
12249,1298,cl,20.0,crème liquide
12250,1299,,,sel
12251,1299,,,poivre
12252,1299,cl,10.0,crème fraîche
12253,1299,,2.0,tomates
12254,1299,tranches,4.0,saumon fumé
12255,1299,feuille,,salade
12256,1299,,4.0,galettes de sarrasin
12257,1300,,,lardons
12258,1300,,,moutarde
12259,1300,,2.0,oignons
12260,1300,boîtes,2.0,lentilles
12261,1300,,,ail
12262,1300,,,laurier
12263,1300,,,concentré de tomates
12264,1300,,6.0,saucisses
12265,1300,,,eau
12266,1300,,4.0,pommes de terre
12267,1301,,,farine
12268,1301,,1.0,noisette beurre
12269,1301,pincée,1.0,poivre
12270,1301,pincée,1.0,sel
12271,1301,cl,20.0,crème fraîche
12272,1301,cl,25.0,bouillon de légumes
12273,1301,,8.0,quenelles
12274,1301,g,40.0,parmesan râpé
12275,1302,,,poivre
12276,1302,,0.5,cube de bouillon
12277,1302,cuillères à café,2.0,thym
12278,1302,cuillère à soupe,1.5,moutarde
12279,1302,,0.5,oignon
12280,1302,,8.0,carottes
12281,1302,,2.0,escalopes de poulet
12282,1302,gousses,2.0,ail
12283,1302,"verre, blanc",1.0,vin
12284,1302,cuillères à soupe,3.0,crème
12285,1303,branche,1.0,persil
12286,1303,kg,1.0,tagliatelles fraîches
12287,1303,kg,1.0,scampi
12288,1303,,4.0,échalotes
12289,1303,gousses,4.0,ail
12290,1303,g,280.0,concentré de tomates
12291,1303,cl,60.0,crème liquide
12292,1303,pincée,1.0,poivre de Cayenne
12293,1303,"cl, blanc",25.0,vin
12294,1304,cuillère à café,1.0,origan
12295,1304,,1.0,oignon
12296,1304,,2.0,merguez
12297,1304,"tranches, blanc",3.0,jambon
12298,1304,,1.0,pâte à pizza
12299,1304,boule,1.0,mozzarella
12300,1304,g,200.0,champignon
12301,1304,petit pot,1.0,concentré de tomates
12302,1304,gousse,0.5,ail
12303,1305,,,coriandre
12304,1305,,1.0,oignon
12305,1305,,1.0,tomate
12306,1305,,1.0,courgette
12307,1305,,4.0,carottes
12308,1305,,4.0,navets
12309,1305,,1.0,panais
12310,1305,,1.0,céleri
12311,1305,,,raisins secs
12312,1305,,,épices pour tajine
12313,1305,,,bouillon
12314,1306,,,sel
12315,1306,,,poivre
12316,1306,boîtes,2.0,tomates concassées
12317,1306,,4.0,tomates
12318,1306,,2.0,courgettes
12319,1306,blancs,2.0,de poulet
12320,1306,"bonnes, poignées",2.0,champignon
12321,1306,,,ail
12322,1306,,,basilic
12323,1307,,,sel
12324,1307,,,poivre
12325,1307,,,huile d'olive
12326,1307,,,beurre
12327,1307,cuillères à soupe,4.0,moutarde à l'ancienne
12328,1307,cl,50.0,crème fraîche
12329,1307,,2.0,oignons
12330,1307,"g, blanc",800.0,de poulet
12331,1307,"cl, blanc",20.0,vin
12332,1308,,,sel
12333,1308,,,poivre
12334,1308,,,huile d'olive
12335,1308,g,450.0,spaghetti
12336,1308,,1.0,seiche
12337,1308,g,250.0,tomates pelées
12338,1309,cuillères à soupe,3.0,sauce soja Suzi Wan®
12339,1309,barquette,1.0,champignon
12340,1309,,,huile
12341,1309,gousse,1.0,ail
12342,1309,pincée,1.0,mélange 5 épices
12343,1309,g,250.0,farine
12344,1309,g,5.0,levure de boulanger sèche
12345,1309,cuillère à café,1.0,levure chimique
12346,1309,cuillère à soupe,1.0,huile
12347,1309,"bonne, pincée",1.0,sel
12348,1309,pincées,2,sucre
12349,1309,,130.0,mllait
12350,1309,,1,carotte
12351,1309,,,sauce hoisin
12352,1309,,,cacahuètes
12353,1309,,,coriandre
12354,1310,,,huile d'olive
12355,1310,,,origan
12356,1310,,,sel
12357,1310,,,poivre
12358,1310,boîte,1.0,tomates concassées
12359,1310,,1.0,oignon
12360,1310,,2.0,courgettes
12361,1310,,2.0,aubergines
12362,1310,g,500.0,pâtes
12363,1310,,,olives noires
12364,1310,boule,1,mozzarella
12365,1310,g,50.0,Parmesan
12366,1311,,,sel
12367,1311,,,poivre
12368,1311,cuillères à soupe,2.0,miel
12369,1311,,1.0,sucre
12370,1311,,1.0,oignon
12371,1311,g,500.0,travers de porc
12372,1311,cuillère à soupe,1.0,sauce soja
12373,1312,,,poivre
12374,1312,,,sel
12375,1312,,,huile d'olive
12376,1312,cuillères à soupe,5.0,aneth
12377,1312,g,500.0,spaghetti
12378,1312,boîtes,4.0,sardine
12379,1313,cuillères à soupe,5.0,sucre
12380,1313,,1.0,gingembre
12381,1313,bouquet,1.0,coriandre
12382,1313,,,huile
12383,1313,,1.0,poisson
12384,1313,,,sauce soja
12385,1313,,,ail
12386,1313,bouquet,1.0,ciboulette
12387,1313,blanc,,riz
12388,1313,verre,1.0,eau
12389,1314,,,sel
12390,1314,,,poivre
12391,1314,,,gruyère râpé
12392,1314,cuillères à soupe,2.0,moutarde
12393,1314,cuillères à soupe,2.0,crème fraîche
12394,1314,pots,2.0,sauce tomate
12395,1314,,,plaque lasagnes
12396,1314,g,500.0,poisson
12397,1314,pot,1.0,boursin
12398,1315,,1.0,tomate
12399,1315,,1.0,oignon
12400,1315,,,maïzena
12401,1315,cuillères à soupe,2.0,saté
12402,1315,ml,300.0,eau
12403,1315,filets,2.0,de poulet
12404,1315,cuillère à café,1.0,nuoc mam
12405,1316,,,sel
12406,1316,,,poivre
12407,1316,,2.0,tomates
12408,1316,,1.0,oignon
12409,1316,,8.0,chipolata
12410,1316,,4.0,pommes de terre
12411,1316,cl,20.0,crème liquide
12412,1316,g,200.0,gruyère
12413,1317,,,sel
12414,1317,,,poivre
12415,1317,,1.0,cube de bouillon
12416,1317,,1.0,carotte
12417,1317,cuillères à soupe,2.0,huile d'olive
12418,1317,,,riz thaï
12419,1317,gousse,1.0,ail
12420,1317,,,eau
12421,1318,g,250.0,fromage râpé
12422,1318,,,beurre
12423,1318,bouquet,1.0,persil
12424,1318,,,plaque lasagnes
12425,1318,,1.0,lbéchamel
12426,1318,"g, bouquet",600.0,crevette
12427,1318,kg,1.0,moules
12428,1318,g,500.0,seiche
12429,1318,"verre, blanc",1.0,vin
12430,1318,g,250.0,échalote
12431,1318,cuillère à soupe,1,concentré de tomates
12432,1318,g,250.0,noix de pétoncle
12433,1319,g,100.0,fromage râpé
12434,1319,cl,20.0,crème fraîche
12435,1319,,2.0,courge
12436,1319,g,200.0,boulgour
12437,1319,g,150.0,bleu
12438,1319,poignée,1.0,cerneau de noix
12439,1319,botte,0.5,ciboulette
12440,1320,,,sel
12441,1320,,,poivre
12442,1320,,3.0,oignons
12443,1320,g,200.0,lardons
12444,1320,,1.0,reblochon
12445,1320,g,400.0,crozet
12446,1320,boîte,1.0,champignon
12447,1320,,,crème fleurette
12448,1320,"verres, blanc",2.0,vin
12449,1321,,,sel
12450,1321,,,poivre
12451,1321,pincée,1.0,piment
12452,1321,cuillère à café,1.0,coriandre
12453,1321,cuillères à café,2.0,cumin
12454,1321,cuillères à soupe,2.0,farine de blé
12455,1321,bouquet,1.0,coriandre
12456,1321,bouquet,1.0,persil
12457,1321,,1.0,oignon
12458,1321,g,400.0,pois chiches
12459,1321,gousses,3,ail
12460,1321,cuillère à café,1.0,paprika
12461,1321,,4,tomates
12462,1321,,6,pains pita
12463,1321,,,salade
12464,1321,,1.0,oignon rouge
12465,1321,,1.0,concombre
12466,1321,pincée,,cumin
12467,1321,pincée,,ail semoule
12468,1321,cuillère à café,1.0,huile d'olive
12469,1322,,,sel
12470,1322,,,poivre
12471,1322,cuillères à soupe,2.0,huile
12472,1322,g,30.0,beurre
12473,1322,,2.0,carottes
12474,1322,,4.0,tomates
12475,1322,,150.0,lardons fumés
12476,1322,,2.0,oignons
12477,1322,,1.0,rôti de veau
12478,1322,gousses,4.0,ail
12479,1322,kg,1,pomme de terre
12480,1322,,8.0,champignons de Paris
12481,1323,,,farine
12482,1323,,,piment d'Espelette
12483,1323,,,sel
12484,1323,g,250.0,crème
12485,1323,"g, blanc",150.0,d'oeuf
12486,1323,,,poisson
12487,1323,g,150.0,jaune d'oeuf
12488,1323,,,chapelure
12489,1323,botte,0.5,aneth
12490,1323,g,200.0,huile de tournesol
12491,1323,cuillère à soupe,1,moutarde
12492,1323,g,45.0,jaune d'oeuf
12493,1323,botte,0.5,estragon
12494,1323,botte,0.5,ciboulette
12495,1324,cuillère à café,1.0,safran
12496,1324,,,piment d'Espelette
12497,1324,,,sel
12498,1324,cuillères à soupe,2.0,cognac
12499,1324,cuillère à soupe,1.0,beurre
12500,1324,kg,1.5,calamar
12501,1324,cl,30.0,crème
12502,1324,,3.0,échalotes
12503,1324,g,70.0,concentré de tomates
12504,1324,"cl, blanc",30.0,vin
12505,1325,,,persil
12506,1325,,,sel
12507,1325,,,poivre
12508,1325,,,vinaigre
12509,1325,,,huile
12510,1325,cuillère à soupe,1.0,moutarde
12511,1325,,2.0,avocats
12512,1325,cuillères,2.0,ketchup
12513,1325,g,150.0,crevettes
12514,1326,,,sel
12515,1326,,,poivre
12516,1326,,,huile
12517,1326,,,beurre
12518,1326,,,thym
12519,1326,,3.0,oignons
12520,1326,filets,4.0,daurade
12521,1326,"cl, blanc",10.0,vin sec
12522,1327,,,poivre
12523,1327,gros,,sel
12524,1327,,1.0,rôti de porc
12525,1327,,,canard
12526,1327,gousses,5.0,ail
12527,1328,"tranches, belles",4.0,lard fumé
12528,1328,g,35.0,farine
12529,1328,g,25.0,beurre
12530,1328,cuillères,3.0,huile d'olive
12531,1328,g,500.0,champignons de Paris
12532,1328,tranches,12.0,pain
12533,1328,verre,1.0,petit cognac
12534,1328,,,piment de Cayenne
12535,1328,,,poivre
12536,1328,,3.0,clous de girofle
12537,1328,,1,oignon
12538,1328,,2.0,carottes
12539,1328,,2,lvin rouge
12540,1328,bouquet,,garni
12541,1328,branche,1.0,céleri
12542,1328,gousses,2.0,ail
12543,1328,,1.0,coq
12544,1329,"g, filet",400.0,de poisson
12545,1329,,1.0,oignon
12546,1329,morceau,1.0,gingembre
12547,1329,g,130.0,pain de mie
12548,1329,,1.0,oeuf
12549,1329,bouquet,0.5,coriandre
12550,1329,,,huile de pépin de raisin
12551,1329,,,sel et poivre
12552,1329,,,piment d'Espelette
12553,1329,,125.0,mllait de coco
12554,1329,cuillères à soupe,2,curry
12555,1329,,1.0,citron vert
12556,1330,,,coriandre
12557,1330,,,sel
12558,1330,,,poivre
12559,1330,morceaux,6.0,galanga
12560,1330,,1.0,poulet
12561,1330,,60.0,cllait de coco
12562,1330,cl,24.0,crème de coco
12563,1330,,3.0,piments verts
12564,1330,zeste,,citron
12565,1330,feuilles,3.0,de citronnier
12566,1330,,,poisson
12567,1331,cuillère à café,0.5,sel
12568,1331,g,100.0,beurre
12569,1331,g,250.0,farine
12570,1331,cl,7.0,eau
12571,1331,,,poivre
12572,1331,,,sel
12573,1331,,1.0,oignon
12574,1331,,0.5,piment
12575,1331,bouquet,1.0,persil
12576,1331,,1.0,dorade
12577,1331,gousse,1,ail
12578,1331,,1.0,cube de bouillon
12579,1331,,0.5,piment
12580,1331,cuillères à soupe,2,huile
12581,1331,g,70.0,concentré de tomates
12582,1331,cuillère à soupe,1.0,herbes de Provence
12583,1331,cl,20.0,eau
12584,1332,,,sel
12585,1332,,,poivre
12586,1332,bouquet,1.0,persil
12587,1332,cl,25.0,huile d'olive
12588,1332,,4.0,poivrons verts
12589,1332,g,500.0,thon
12590,1332,cl,50.0,crème liquide
12591,1332,g,150.0,parmesan râpé
12592,1332,g,100.0,chapelure
12593,1332,gousses,2.0,ail
