id,recetteid,unit,quantite,ingredient
5232,545,,4.0,paupiettes
5233,545,,10.0,champignons de Paris
5234,545,cl,20.0,bouillon de volaille
5235,545,gousses,2.0,ail
5236,546,feuilles,2.0,de laurier
5237,546,branches,2.0,thym
5238,546,cuillères à soupe,5.0,moutarde
5239,546,tranches,5.0,jambon fumé
5240,546,filet,1.0,mignon
5241,547,g,500.0,lasagnes
5242,547,tranches,3.0,jambon
5243,547,g,150.0,gruyère râpé
5244,547,,1.0,oignon
5245,547,petite boîte,1.0,sauce tomate
5246,547,g,100.0,margarine
5247,547,g,100.0,huile
5248,547,"grosse, boîte",1.0,tomates pelées
5249,547,g,250.0,boeuf haché
5250,547,g,250.0,chair à saucisse
5251,547,,1,saucisson sec
5252,547,,4.0,oeufs
5253,547,,1,chorizo
5254,548,,,sel
5255,548,,,huile d'olive
5256,548,,0.5,poivron vert
5257,548,,0.5,oignon
5258,548,,4.0,pommes de terre
5259,548,,5.0,oeufs
5260,549,,,sel
5261,549,,,poivre
5262,549,cuillère à soupe,1.0,huile d'olive
5263,549,g,10.0,curcuma
5264,549,g,10.0,cumin
5265,549,boîte,1.0,tomates concassées
5266,549,,1.0,oignon
5267,549,g,250.0,lentilles corail
5268,549,,1.0,brique
5269,549,,,eau
5270,550,,,sel
5271,550,,,poivre
5272,550,g,30.0,beurre
5273,550,,1.0,sanglier
5274,550,g,250.0,lard
5275,550,cl,15.0,madère
5276,550,g,50.0,pignons
5277,550,g,50.0,raisin
5278,550,cuillère à soupe,1.0,fécule
5279,550,cl,45.0,vinaigre
5280,550,,3,clous de girofle
5281,550,,,thym
5282,550,cl,30,huile
5283,550,,1,oignon
5284,550,,3.0,carottes
5285,550,,3.0,échalotes
5286,550,gousse,1.0,ail
5287,550,,,laurier
5288,550,blanc,1.5,lvin
5289,551,,,sel
5290,551,,,poivre
5291,551,,1.0,oignon
5292,551,kg,1.0,pâtes
5293,551,tranches,4.0,saumon fumé
5294,551,cl,50.0,crème fraîche épaisse
5295,551,cl,20.0,crème fraîche liquide
5296,551,botte,1.0,ciboulette
5297,552,,,sel
5298,552,,,poivre
5299,552,,1.0,carotte
5300,552,,0.5,poivron rouge
5301,552,,1.0,oignon
5302,552,,1.0,rôti de porc
5303,552,,2.0,échalotes
5304,552,,,herbes de Provence
5305,552,,8.0,pommes de terre
5306,552,"verre, blanc",0.5,vin
5307,553,g,800.0,pomme de terre
5308,553,g,200.0,lardons
5309,553,,2.0,oignons
5310,553,cl,15.0,crème liquide
5311,553,g,250.0,reblochon
5312,553,"cl, blanc",7.0,vin
5313,553,,,sel et poivre
5314,554,,,poivre
5315,554,,,sel
5316,554,,,cumin
5317,554,g,200.0,fromage râpé
5318,554,"grosse, poignée",1.0,persil
5319,554,,1.0,oignon
5320,554,g,500.0,viande hachée
5321,554,,4.0,pommes de terre
5322,554,,12.0,oeufs
5323,555,,,sel
5324,555,,,poivre
5325,555,cl,15.0,crème fraîche
5326,555,g,50.0,beurre
5327,555,,1.0,clou de girofle
5328,555,,1.0,oignon
5329,555,,2.0,carottes
5330,555,kg,1.0,dinde
5331,555,,2.0,tablettes bouillon de volaille
5332,555,bouquet,1.0,garni
5333,555,g,300,champignons de Paris
5334,555,g,200.0,petits pois
5335,555,boîte,1,coeur d'artichaut
5336,555,,0.5,citron
5337,555,,1.0,jaune d'oeuf
5338,556,,,muscade
5339,556,,,sel
5340,556,,,poivre
5341,556,poignée,1.0,gruyère râpé
5342,556,,2.0,oeufs
5343,556,cuillères à soupe,3.0,eau
5344,557,bouquet,1.0,persil
5345,557,feuilles,2.0,de laurier
5346,557,,2.0,anis
5347,557,kg,1.0,gambas
5348,557,blanc,5.0,dl vin
5349,557,gousses,4.0,ail
8094,852,,2.0,oignons
5350,558,cuillères à soupe,4.0,huile de sésame
5351,558,cuillères,4.0,soja
5352,558,cuillères,4.0,eau
5353,558,feuilles,10.0,chou
5354,558,botte,1.0,ciboulette
5355,558,cuillères à soupe,4.0,fécule de pomme de terre
5356,558,,,ail
5357,558,,50.0,feuillets à raviolis
5358,558,g,500.0,viande hachée
5359,559,cuillère à soupe,1.0,huile d'olive
5360,559,,1.0,lmoules
5361,559,,3.0,échalotes
5362,559,g,100.0,chorizo
5363,559,cl,10.0,crème liquide
5364,560,,,poivre
5365,560,cuillère à soupe,1.0,huile d'olive
5366,560,,1.0,cube de bouillon
5367,560,,2.0,poivrons
5368,560,,1.0,oignon
5369,560,,1.0,cuisse de dinde
5370,560,g,300.0,champignons de Paris
5371,560,,1.0,échalote
5372,560,g,400.0,pomme de terre
5373,560,,,herbes de Provence
5374,560,cl,75,eau
5375,561,cuillère à soupe,1.0,beurre
5376,561,,,poivre
5377,561,,,sel
5378,561,cl,15.0,vin
5379,561,,1.0,oignon
5380,561,cl,50.0,crème fraîche
5381,561,,1.0,chapon
5382,561,,3.0,cidre
5383,561,blancs,3.0,boudins
5384,561,,3.0,pommes
5385,561,,5,échalotes
5386,561,feuilles,3.0,sauge
5387,562,,,poivre
5388,562,,1.0,carotte
5389,562,g,100.0,lardons fumés
5390,562,,4.0,saucisses
5391,562,g,250.0,lentilles vertes
5392,562,blanc,1.0,oignon
5393,562,"cuillère à soupe, bouquet",1.0,garni
5394,563,,,sel
5395,563,,,poivre
5396,563,cuillère à soupe,1.5,moutarde
5397,563,petite boîte,1.0,sauce tomate
5398,563,,2.0,oignons
5399,563,,4.0,côtes de porc
5400,563,,12.0,cornichons
5401,563,"verre, blanc",0.5,vin
5402,564,bouquet,1.0,persil
5403,564,cuillères à soupe,3.0,porto
5404,564,,2.0,oignons
5405,564,,3.0,carottes
5406,564,cl,20.0,crème fraîche
5407,564,cuillères à soupe,2.0,huile d'olive
5408,564,cl,50.0,bouillon
5409,564,,6.0,joue de porc
5410,564,,6.0,champignons
5411,564,gousses,2.0,ail
5412,564,bouquet,1,garni
5413,565,,4.0,noisettes beurre
5414,565,,,sel
5415,565,,,poivre
5416,565,branches,8.0,thym
5417,565,,,moutarde
5418,565,,4.0,pintades
5419,565,gousses,8.0,ail
5420,566,,,poivre
5421,566,,,sel
5422,566,cl,20.0,huile d'olive
5423,566,,2.0,oignons
5424,566,,1.0,poivron rouge
5425,566,,1.0,poivron vert
5426,566,,4.0,escalopes de poulet
5427,566,cuillères à soupe,4.0,paprika
5428,566,,0.5,citron
5429,567,,,poivre
5430,567,,,sel
5431,567,,,huile d'olive
5432,567,bouquet,0.5,persil
5433,567,gouttes,3.0,harissa
5434,567,cuillères à soupe,2.0,sauce tomate
5435,567,,1.0,poulet
5436,567,gousses,2.0,ail
5437,567,"cl, blanc",50.0,vin
5438,567,feuilles,4.0,laurier
5439,568,filet,1.0,huile d'olive
5440,568,branche,1.0,coriandre
5441,568,branche,1.0,persil
5442,568,kg,1.0,calamar
5443,568,gousses,2.0,ail
5444,568,,1.0,citron
5445,569,cuillères à soupe,2.0,crème fraîche
5446,569,,,sel
5447,569,,,poivre
5448,569,,1.0,oignon
5449,569,morceaux,4.0,dinde
5450,569,boîte,1.0,concentré de tomates
5451,569,"grosse, boîte",1.0,tomates pelées
5452,569,,,paprika
5453,569,,,Parmesan
5454,570,,,sel
5455,570,,,poivre
5456,570,petit pot,1.0,crème fraîche
5457,570,cuillères à soupe,3.0,curry
5458,570,g,500.0,tagliatelles fraîches
5459,570,cuillères à soupe,4.0,raisins secs
5460,571,g,100.0,lardons
5461,571,g,200.0,pâtes
5462,571,g,250.0,champignon
5463,571,,1.0,boursin
5464,572,,,sel
5465,572,,,poivre
5466,572,,,quatre-épices
5467,572,,,persil
5468,572,,,thym
5469,572,,6.0,clous de girofle
5470,572,,1.0,jambon
5471,572,,2.0,oignons
5472,572,,2.0,carottes
5473,572,kg,2.0,tripes
5474,572,,2,pieds de veau
5475,572,"cl, blanc",50.0,vin
5476,572,,,couenne de panne
5477,572,,,laurier
5478,573,,,fromage râpé
5479,573,g,50.0,farine
5480,573,g,50.0,beurre
5481,573,,,aneth
5482,573,,,poivre
5483,573,,,sel
5484,573,gros,,sel
5485,573,,,huile d'olive
5486,573,,,plaque lasagnes
5487,573,,3.0,courgettes
5488,573,,2,pavés saumon
5489,573,,0.75,llait
5490,574,,,poivre
5491,574,,,sel
5492,574,,,origan
5493,574,,1.0,cube de bouillon
5494,574,,,huile d'olive
5495,574,cl,20.0,sauce tomate
5496,574,,1.0,oignon
5497,574,g,400.0,lardons
5498,574,g,700.0,penne
5499,575,tranche,1.0,jambon
5500,575,blancs,5.0,de poulet
5501,575,,4.0,champignons de Paris
5502,575,,3.0,Vache qui rit®
5503,576,cuillères à soupe,5.0,huile d'olive
5504,576,boîte,1.0,pois chiches
5505,576,,1.0,oignon
5506,576,,2.0,carottes
5507,576,,2.0,courgettes
5508,576,,1.0,aubergine
5509,576,,2.0,poivrons
5510,576,,2.0,tomates
5511,576,,4.0,cuisses de poulet
5512,576,g,400.0,épaule
5513,576,g,500,boeuf
5514,576,gousse,1.0,ail
5515,576,"morceau, blanc",1,de poireau
5516,576,kg,1,semoule
5517,577,,,muscade
5518,577,,,beurre
5519,577,,,poivre
5520,577,,,persil
5521,577,cl,10.0,crème fraîche
5522,577,g,100.0,fromage râpé
5523,577,,2.0,oignons
5524,577,g,750.0,viande hachée
5525,577,kg,1.5,pomme de terre
5526,577,,1.0,oeuf
5527,577,,2,jaunes d'oeuf
5528,577,gousses,2.0,ail
5529,577,,20,cllait
5530,577,cl,7.0,eau
5531,578,,2.0,avocats
5532,578,,0.5,citron
5533,578,,0.5,pamplemousse
5534,578,g,150.0,crevettes
5535,578,cuillères à soupe,2.0,mayonnaise
5536,578,pincée,1.0,paprika
5537,578,feuille,,laitue
5538,579,,,huile d'olive
5539,579,,1.0,tomate
5540,579,,1.0,courgette
5541,579,,2.0,carottes
5542,579,,2.0,poireaux
5543,579,,2.0,pavés saumon
5544,579,,,jus de citron
5545,579,,,herbes de Provence
5546,579,,,papier sulfurisé
5547,580,,,sel
5548,580,,,poivre
5549,580,cuillères à soupe,2.0,crème fraîche
5550,580,cuillères à soupe,2.0,huile d'olive
5551,580,g,500.0,Fruits de mer
5552,580,g,400.0,riz pour risotto
5553,580,,2.0,échalotes
5554,580,cl,75.0,eau
5555,580,"cl, blanc",25.0,vin sec
5556,580,petite boîte,1.0,pulpe de tomate
5557,580,cuillères à café,4,fumet
5558,580,,,paprika
5559,581,,,poivre
5560,581,cuillères,3.0,crème fraîche
5561,581,g,250.0,spaghetti
5562,581,g,100.0,roquefort
5563,581,gousse,1.0,ail
5564,582,,,sel
5565,582,,,poivre
5566,582,,,piment
5567,582,,,cumin
5568,582,,2.0,yaourts
5569,582,,1.0,oignon
5570,582,,1.0,concombre
5571,582,gousse,1.0,ail
5572,582,,,oignon nouveau
5573,583,,,sel
5574,583,,,poivre
5575,583,,,farine
5576,583,g,40.0,beurre
5577,583,cuillère à café,1.0,fond de veau
5578,583,cl,20.0,crème fraîche
5579,583,g,900.0,ris de veau
5580,583,g,120.0,morilles
5581,583,,2.0,échalotes
5582,583,,6.0,bouchées feuilletées
5583,583,"cl, blanc",25,vin
5584,583,cl,25.0,eau
5585,584,,,sel
5586,584,,,poivre
5587,584,,,persil
5588,584,,,cognac
5589,584,,10.0,pruneaux
5590,584,,1.0,oignon
5591,584,g,100.0,jambon
5592,584,g,200.0,chair à saucisse
5593,584,g,200.0,foie
5594,584,,1.0,oeuf
5595,584,cuillères à soupe,2,raisins secs
5596,584,tranches,2.0,pain
5597,584,,1,poulet
5598,585,,,sel
5599,585,,,poivre
5600,585,,1.0,oignon
5601,585,,6.0,pommes de terre
5602,585,,4.0,oeufs
5603,585,petite boîte,1.0,petits pois
5604,585,,,chorizo
5605,585,pincée,1.0,herbes de Provence
5606,586,,1.0,dosette bouillon de légumes
5607,586,,,sel
5608,586,pincée,1.0,poivre
5609,586,cuillères à soupe,5.0,huile d'olive
5610,586,,1.0,oignon
5611,586,g,400.0,champignons de Paris
5612,586,g,400.0,dinde
5613,586,g,300.0,risotto
5614,586,cl,20.0,crème liquide
5615,586,cl,75.0,eau
5616,586,,0.5,mozzarella
5617,587,,2.0,poireaux
5618,587,,2.0,oignons
5619,587,,3.0,carottes
5620,587,g,200.0,beurre
5621,587,g,500.0,farine de blé noir
5622,587,g,750.0,plat de côte
5623,587,,1.0,jarret de porc
5624,587,,1.0,chou
5625,587,,2.0,navets
5626,587,,1.0,jaune d'oeuf
5627,587,g,50,crème
5628,588,,,sel
5629,588,,,poivre
5630,588,bouquet,0.5,persil
5631,588,,1.0,oignon
5632,588,,1.0,carotte
5633,588,,8.0,chipolata
5634,588,"cl, blanc",40.0,vin
5635,588,branche,1.0,céleri
5636,589,,,romarin
5637,589,,,thym
5638,589,,,poivre
5639,589,cuillères à soupe,2.0,vinaigre balsamique
5640,589,,2.0,margarine
5641,589,,1.0,carotte
5642,589,,1.0,oignon
5643,589,,1.0,rôti de boeuf
5644,589,,0.5,leau
5645,589,,,laurier
5646,589,,,sauceline
5647,590,,,sel
5648,590,,,poivre
5649,590,,3.0,champignons noirs
5650,590,cuillère à soupe,0.5,vinaigre
5651,590,cuillère à café,0.5,gingembre
5652,590,cuillère à soupe,0.5,piment
5653,590,cuillère à soupe,1.0,farine
5654,590,,1.0,carotte
5655,590,,1.0,oignon
5656,590,cuillère à soupe,1.0,huile
5657,590,blancs,2,de poulet
5658,590,gousse,1.0,ail
5659,590,g,100,germes de soja
5660,590,cl,60,bouillon de volaille
5661,590,cuillère à soupe,1.0,sauce soja
5662,590,g,125.0,nouilles chinoises
5663,591,cuillère à soupe,1.0,vinaigre de riz
5664,591,cuillères à soupe,6.0,sucre
5665,591,cuillère à soupe,1.0,huile
5666,591,sachets,2.0,levure chimique
5667,591,tasses,5.0,farine
5668,591,tasse,1.0,eau
5669,591,,2.0,oignons
5670,591,,,huile de sésame
5671,591,g,400.0,viande
5672,591,cuillères à soupe,2.0,sauce soja
5673,591,,,autres
5674,592,blanc,,poivre
5675,592,,,sel
5676,592,,1.0,lbouillon de légumes
5677,592,,1.0,oignon
5678,592,g,50.0,beurre
5679,592,botte,1.0,asperge
5680,592,g,300.0,riz pour risotto
5681,592,"cl, blanc",15.0,vin
5682,592,g,100.0,Parmesan
5683,593,g,60.0,farine
5684,593,g,60.0,beurre
5685,593,cl,25.0,crème fraîche
5686,593,noix,18.0,de saint-jacques
5687,593,,2.0,échalotes
5688,593,,2.0,jaunes d'oeuf
5689,593,,0.5,citron
5690,593,,18.0,moules
5691,593,"cl, blanc",25.0,vin sec
5692,593,g,250.0,champignon frais
5693,594,pincée,1.0,poivre
5694,594,pincée,1.0,sel
5695,594,cuillères à soupe,4.0,coriandre
5696,594,branche,,persil
5697,594,,1.0,piment
5698,594,,4.0,carottes
5699,594,,4.0,poivrons rouges
5700,594,g,600.0,bavette
5701,594,,1.0,échalote
5702,595,filet,1.0,huile d'olive
5703,595,,1.0,oignon
5704,595,blancs,4.0,de poulet
5705,595,,250.0,mllait de coco
5706,595,,,pâte de curry
5707,595,,1.0,échalote
5708,595,,,riz
5709,596,,,sel
5710,596,,,poivre
5711,596,g,25.0,beurre
5712,596,cuillères à soupe,2.0,persil
5713,596,cuillères à soupe,3.0,huile d'olive
5714,596,g,200.0,spaghetti
5715,596,,20.0,palourdes
5716,596,"verre, blanc",0.5,vin sec
5717,596,gousse,1.0,ail
5718,597,,,poivre
5719,597,,,sel
5720,597,bouquet,1.0,persil
5721,597,,,piment d'Espelette
5722,597,,,huile d'olive
5723,597,kg,1.5,chipiron
5724,597,,,paprika
5725,597,,1.0,citron
5726,598,,,huile d'olive
5727,598,filets,2.0,truite
5728,598,g,80.0,amandes effilées
5729,598,cl,20.0,crème liquide
5730,598,,,ail
5731,599,,,beurre
5732,599,,,crème fraîche
5733,599,,,fond de veau
5734,599,,,sel
5735,599,,,poivre
5736,599,,,calvados
5737,599,,1.0,oignon
5738,599,filet,1.0,mignon
5739,599,bouteille,1.0,cidre
5740,600,,1.0,saucisse de morteau
5741,600,,20.0,clous de girofle
5742,600,,1.0,oignon
5743,600,,10.0,carottes
5744,600,,5.0,navets
5745,600,,1.0,chou
5746,600,bouquet,1.0,garni
5747,600,,8.0,pommes de terre
5748,600,,,poivre en grains
5749,600,g,100.0,graisse de canard
5750,600,kg,1,palette
5751,600,kg,1.0,petit salé
5752,600,,1,jambonneau
5753,601,,,sel
5754,601,,,poivre
5755,601,,,thym
5756,601,pointe,1.0,muscade
5757,601,cuillères,2.0,vinaigre balsamique
5758,601,pincée,1.0,piment d'Espelette
5759,601,,1.0,oignon
5760,601,,1.0,dl huile
5761,601,,1.0,dl huile d'olive
5762,601,g,800.0,porc
5763,601,cuillères,3,sauce soja
5764,601,gousses,6.0,ail
5765,601,,1,échalote
5766,601,cuillères,3,café
5767,601,pincée,1.0,paprika
5768,601,cuillère,1.0,café
5769,601,,,laurier
5770,602,,,sel
5771,602,,,poivre
5772,602,,,romarin
5773,602,,,thym
5774,602,,,huile d'olive
5775,602,kg,2.0,moules
5776,602,,,estragon
5777,603,,,gingembre
5778,603,,,sel
5779,603,,,poivre
5780,603,g,75.0,beurre
5781,603,,3.0,queues de langouste
5782,603,gousses,4.0,ail
5783,604,g,20.0,beurre
5784,604,,,cumin
5785,604,,,sel
5786,604,,,poivre
5787,604,,1.0,rôti de biche
5788,605,cuillères à soupe,3.0,miel
5789,605,cuillères à soupe,5.0,sauce soja Suzi Wan®
5790,605,blancs,4.0,de poulet
5791,605,cuillères à soupe,2.0,fécule de maïs
5792,605,cuillères à soupe,2.0,eau
5793,605,cuillère à soupe,1.0,ail
5794,605,cuillère à soupe,1.0,graines de sésame
5795,605,g,25.0,sucre
5796,605,cl,25.0,eau
5797,605,,,huile de tournesol
5798,605,g,300,riz
5799,606,pincée,1.0,poivre
5800,606,pincée,1.0,sel
5801,606,branches,4.0,thym
5802,606,cl,15.0,huile d'olive
5803,606,,2.0,oignons
5804,606,filets,6.0,de poulet
5805,606,,1.0,citron
5806,607,cuillères à café,2.0,huile
5807,607,cuillère à soupe,1.0,vinaigre de riz
5808,607,cuillères à soupe,3.0,sauce soja
5809,607,cuillère à café,1.0,sucre
5810,607,cuillères à café,2.0,huile de sésame
5811,607,,1.0,oignon
5812,607,pincée,1.0,poivre
5813,607,cuillère à café,0.5,sel
5814,607,cuillère à soupe,1.0,vin
5815,607,cuillères à café,2.0,gingembre
5816,607,g,220,porc
5817,607,g,150.0,chou chinois
5818,607,cuillère à soupe,1,sauce soja
5819,607,cuillères à soupe,2,bouillon de poule
5820,607,feuilles,36.0,pâte
5821,608,,,sel
5822,608,,,poivre
5823,608,cuillère à café,0.25,clou de girofle
5824,608,cuillère à café,0.5,gingembre
5825,608,cuillère à café,1.0,coriandre
5826,608,cuillères à soupe,5.0,huile d'olive
5827,608,,2.0,oignons
5828,608,g,250.0,abricot
5829,608,g,50.0,raisins secs
5830,608,g,800.0,épaule d'agneau
5831,608,cuillère à café,0.5,cannelle
5832,608,cuillère à café,1.0,eau
5833,609,,,huile d'olive
5834,609,,,sel
5835,609,,,poivre
5836,609,g,250.0,crème fraîche
5837,609,,2.0,poivrons rouges
5838,609,g,600.0,coude
5839,609,,0.5,chèvre
5840,609,,,herbes de Provence
5841,610,cl,15.0,huile
5842,610,,,sel
5843,610,kg,1.0,seiche
5844,610,g,200.0,olives noires
5845,610,g,140.0,double concentré de tomates
5846,610,,8.0,pommes de terre
5847,610,gousses,4.0,ail
5848,610,,1.0,jaune d'oeuf
5849,611,,,persil
5850,611,,,thym
5851,611,blanc,,poivre
5852,611,,1.0,oignon
5853,611,,1.0,carotte
5854,611,kg,1.5,paleron
5855,611,,400.0,poitrine de porc
5856,611,,1.0,pied de veau
5857,611,branche,1.0,céleri
5858,611,,3.0,girofle
5859,611,,,laurier
5860,611,,,herbes de Provence
5861,611,,2,bourgogne
5862,612,,,beurre
5863,612,,,huile d'olive
5864,612,,,sel
5865,612,,,poivre
5866,612,"grosses, boîtes",2.0,tomate
5867,612,g,500.0,yaourt
5868,612,,4.0,oignons
5869,612,,3.0,poivrons rouges
5870,612,,3.0,courgettes
5871,612,,2.0,aubergines
5872,612,g,800,feta
5873,612,gousses,3.0,ail
5874,612,,,mozzarella
5875,613,,,curry
5876,613,,2.0,courgettes
5877,613,,4.0,carottes
5878,613,g,500.0,porc
5879,613,,2.0,navets
5880,613,,4.0,pommes de terre
5881,614,,,poivre
5882,614,cuillères à café,4.0,moutarde
5883,614,cuillères à soupe,4.0,bière
5884,614,tranches,4.0,jambon
5885,614,tranches,4.0,pain de campagne
5886,614,g,600.0,cheddar
5887,615,noix,1.0,beurre
5888,615,g,250.0,chocolat pâtissier
5889,615,kg,1.0,moules
5890,615,g,100.0,chocolat en poudre
5891,616,g,150.0,fromage râpé
5892,616,,4.0,quenelles
5893,616,tranches,8.0,lard
5894,616,,8.0,champignons frais
5895,616,cl,10.0,crème liquide
5896,616,petite boîte,1.0,concentré de tomates
5897,617,,,poivre
5898,617,,,sel
5899,617,,,crème fraîche
5900,617,,4.0,carottes
5901,617,,1.0,oignon
5902,617,,1.0,poivron
5903,617,,0.5,courgette
5904,617,,2.0,merguez
5905,617,,4.0,pommes de terre
5906,617,,2.0,chipolata
5907,617,,,paprika
5908,617,,,ail
5909,618,,,sel
5910,618,,,poivre
5911,618,,,huile
5912,618,,,sucre
5913,618,g,100.0,fromage râpé
5914,618,cuillère à café,1.0,persil
5915,618,,2.0,oignons
5916,618,,2.0,poivrons
5917,618,,2.0,tomates
5918,618,g,200.0,jambon fumé
5919,618,g,500,pâtes
5920,618,gousses,2.0,ail
5921,618,cuillères à soupe,2,concentré de tomates
5922,619,,,sel
5923,619,,,poivre
5924,619,g,300.0,riz
5925,619,boîtes,2.0,thon
5926,619,,1.0,brique
5927,620,,,huile
5928,620,"g, blanc",500.0,de poulet
5929,620,pincée,1.0,gingembre
5930,620,cl,6.0,miel
5931,620,cl,6.0,sauce teriyaki
5932,620,gousse,1.0,ail
5933,621,,,sel
5934,621,blanc,,poivre
5935,621,cuillère à café,1.0,aneth
5936,621,g,40.0,beurre
5937,621,cuillère à café,0.25,curcuma
5938,621,g,40.0,beurre
5939,621,,1.0,poireau
5940,621,g,150.0,saumon fumé
5941,621,"cl, blanc",15.0,vin
5942,621,,1.5,lbouillon de volaille
5943,621,g,400,riz pour risotto
5944,621,gousses,2.0,ail
5945,621,g,40,Parmesan
5946,621,cuillère à café,1,citron
5947,622,,,sel
5948,622,,,poivre
5949,622,,,huile
5950,622,,2.0,oignons
5951,622,,1.0,rôti de porc
5952,622,gousses,6.0,ail
5953,622,"verre, blanc",0.5,vin
5954,622,bouquet,1.0,garni
5955,622,,1.0,llait
5956,623,,,sel
5957,623,,,poivre
5958,623,,,fromage râpé
5959,623,,1.0,oignon
5960,623,g,100.0,lardons
5961,623,,1.0,potimarron
5962,623,pot,1.0,crème
5963,623,,,biscotte
5964,624,,,sel
5965,624,,,poivre
5966,624,,,beurre
5967,624,,4.0,escalopes de dinde
5968,624,,3.0,échalotes
5969,624,cl,25.0,crème fraîche liquide
5970,625,,,muscade
5971,625,,,persil
5972,625,,,sel
5973,625,,,poivre
5974,625,cl,25.0,crème fraîche
5975,625,,3.0,poireaux
5976,625,,,noix de saint-jacques
5977,625,verre,0.5,eau
5978,625,"verre, blanc",0.5,vin
5979,625,,,chapelure
5980,626,,,piment
5981,626,,,sel
5982,626,,,poivre
5983,626,,,thym
5984,626,,,huile d'olive
5985,626,,10.0,artichauts
5986,626,,2.0,citrons
5987,626,gousses,2.0,ail
5988,626,g,500.0,penne
5989,626,"cl, blanc",15.0,vin
5990,627,cuillères à soupe,2.0,huile d'olive
5991,627,cuillère à soupe,1.0,huile de sésame
5992,627,g,50.0,sucre roux
5993,627,cuillères à soupe,2.0,vinaigre balsamique
5994,627,g,250.0,tempeh
5995,627,cuillères à soupe,3.0,sauce soja
5996,627,tasse,1.0,(5 cl) jus de citron
5997,628,,,poivre
5998,628,,,sel
5999,628,pincée,1.0,piment de Cayenne
6000,628,cuillères à soupe,2.0,miel
6001,628,,12.0,ailes de poulet
6002,628,cuillères à soupe,3.0,jus de citron
6003,628,,2.0,ail
6004,629,,,sel
6005,629,,,poivre
6006,629,,1.0,oignon
6007,629,bouteille,1.0,purée de tomate
6008,629,,4.0,côtes de porc
6009,629,gousse,1.0,ail
6010,629,,,herbes de Provence
6011,630,g,400.0,purée
6012,630,,,sel
6013,630,,,poivre
6014,630,,2.0,oignons
6015,630,cuillères à soupe,2.0,beurre
6016,630,g,500.0,boeuf haché
6017,630,cuillère à café,0.25,sarriette
6018,630,g,250.0,maïs
6019,631,,,sel
6020,631,,,poivre
6021,631,cl,25.0,bouillon de légumes
6022,631,g,200.0,carotte
6023,631,g,200.0,courgette
6024,631,filets,8.0,poisson
6025,631,g,200.0,brocoli
6026,632,cuillère à café,1.0,farine
6027,632,cuillère à soupe,1.0,huile
6028,632,noix,1.0,beurre
6029,632,cuillères à soupe,2.0,farine
6030,632,pincée,1.0,poivre
6031,632,pincée,1.0,sel
6032,632,g,50.0,lardons
6033,632,,1.0,oignon
6034,632,filet,1.0,mignon
6035,632,,1.0,échalote
6036,632,g,250,champignons de Paris
6037,632,g,250.0,crème fraîche épaisse
6038,633,,,poivre
6039,633,gros,,sel
6040,633,,2.0,cuisses de canard
6041,633,,,canard
6042,634,cl,20.0,crème fraîche
6043,634,cl,5.0,cognac
6044,634,,,sel
6045,634,,,poivre
6046,634,g,70.0,beurre
6047,634,morceaux,6.0,cuisse de poulet
6048,634,g,250.0,morilles
6049,634,,2.0,échalotes
6050,634,"cl, blanc",20.0,vin sec
6051,634,,1.0,jaune d'oeuf
6052,635,,,harissa
6053,635,noix,1.0,beurre
6054,635,,,huile d'olive
6055,635,,2.0,oignons
6056,635,,2.0,aubergines
6057,635,paquet,1.0,pois chiches
6058,635,kg,1.0,courgette
6059,635,kg,1.0,carotte
6060,635,,2.0,poivrons
6061,635,kg,1.0,tomate
6062,635,boîte,1,semoule
6063,635,,,épices à couscous
6064,635,,1,oignon
6065,635,g,800,boeuf
6066,635,g,800.0,côte d'agneau
6067,635,,6.0,poules
6068,636,,,sel
6069,636,,,poivre
6070,636,cuillères à soupe,3.0,huile
6071,636,cuillères à soupe,2.0,coriandre
6072,636,cuillère à soupe,1.0,curry
6073,636,,,gingembre
6074,636,,2.0,oignons
6075,636,g,250.0,riz long
6076,636,,12.0,crevettes
6077,636,"g, filet",300.0,mignon
6078,636,,4,oeufs
6079,636,,15.0,cllait de coco
6080,636,gousse,1,ail
6081,636,,2,oignons nouveaux
6082,636,cuillère à soupe,1.0,sauce soja
6083,637,,,fleur de sel
6084,637,gouttes,6.0,tabasco
6085,637,brins,4.0,aneth
6086,637,demi,1.0,poivre
6087,637,cuillères,2.0,huile d'olive
6088,637,g,200.0,crevette rose
6089,637,,2.0,avocats
6090,637,,1.0,mangue
6091,637,,1.0,citron vert
6092,637,,1.0,oignon nouveau
6093,638,filet,1.0,huile d'olive
6094,638,,,sel
6095,638,,,poivre
6096,638,,4.0,tomates
6097,638,,4.0,courgettes
6098,638,g,500.0,chair à saucisse
6099,638,,1.0,brique
6100,638,g,100.0,Parmesan
6101,638,gousses,2.0,ail
6102,638,,,herbes de Provence
6103,639,,,huile
6104,639,,,poivre
6105,639,,,sel
6106,639,,1.0,oignon
6107,639,cuillère à café,1.0,piment
6108,639,cuillère,1.0,sucre
6109,639,cuillère à café,1.0,gingembre
6110,639,blancs,4.0,de poulet
6111,639,cuillères à soupe,3.0,beurre de cacahuètes
6112,639,petite boîte,1.0,concentré de tomates
6113,639,cuillères à soupe,3,crème liquide
6114,639,bouillon,1.0,de volaille
6115,639,verres,2,eau
6116,640,,1.0,cube de bouillon
6117,640,,,tabasco
