id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,budget,people,prep_time,cooking_time,total_time
2362,"Gâteau mousse de mascarpone, framboises et biscuits roses de Reims",https://www.marmiton.org/recettes/recette_gateau-mousse-de-mascarpone-framboises-et-biscuits-roses-de-reims_167837.aspx,4.9,dessert,mousse,mousse fruits,,,moyenne,moyen,4,130,20,150
2363,Gâteau à la ricotta facile et rapide façon funambuline,https://www.marmiton.org/recettes/recette_gateau-a-la-ricotta-facile-et-rapide-facon-funambuline_85983.aspx,4.7,,,,,,facile,bon marché,4,5,30,35
2364,Gâteau magique chocolat-coco,https://www.marmiton.org/recettes/recette_gateau-magique-chocolat-coco_335691.aspx,4.0,dessert,gâteau,gâteau au chocolat,,,moyenne,bon marché,4,15,45,60
2365,Tarte pommes poires,https://www.marmiton.org/recettes/recette_tarte-pommes-poires_22197.aspx,4.8,dessert,tarte,tarte aux pommes,,,très facile,bon marché,4,10,30,40
2366,Riz au lait à la vanille,https://www.marmiton.org/recettes/recette_riz-au-lait-a-la-vanille_82397.aspx,4.1,dessert,crème,riz au lait,,,très facile,bon marché,4,10,30,40
2367,Gâteau lait coco,https://www.marmiton.org/recettes/recette_gateau-lait-coco_54159.aspx,4.3,,,,,,très facile,bon marché,4,10,30,40
2368,Brigadeiro,https://www.marmiton.org/recettes/recette_brigadeiro_26154.aspx,4.3,,,,,,très facile,bon marché,4,1,10,11
2369,Flan antillais à la noix de coco,https://www.marmiton.org/recettes/recette_flan-antillais-noix-coco_336364.aspx,4.5,dessert,flan,,,,facile,bon marché,4,10,45,55
2370,Compote de poires au goût d'amande,https://www.marmiton.org/recettes/recette_compote-de-poires-au-gout-d-amande_45417.aspx,4.9,dessert,compote,compote de poire,,,très facile,bon marché,4,5,7,12
2371,Cake aux nectarines facile,https://www.marmiton.org/recettes/recette_cake-aux-nectarines_229337.aspx,4.8,,,,,,très facile,bon marché,4,30,130,160
2372,Mille-feuilles aux fraises,https://www.marmiton.org/recettes/recette_mille-feuilles-aux-fraises_17140.aspx,4.9,dessert,mille-feuille,,,,facile,bon marché,4,30,15,45
2373,Chocolate and caramel shortbread ou Millionaire - Gâteau Ecossais,https://www.marmiton.org/recettes/recette_chocolate-and-caramel-shortbread-ou-millionaire-gateau-ecossais_92634.aspx,4.2,dessert,sauce sucrée,caramel,,,facile,bon marché,4,20,30,50
2374,Cheesecake Oreo,https://www.marmiton.org/recettes/recette_cheesecake-oreo_531621.aspx,0.0,dessert,cheesecake,,,,très facile,bon marché,4,0,0,0
2375,Taiyaki,https://www.marmiton.org/recettes/recette_taiyaki_392188.aspx,5.0,dessert,gaufre,,,,facile,bon marché,4,10,10,20
2376,Compote de coings,https://www.marmiton.org/recettes/recette_compote-de-coings_25703.aspx,4.6,dessert,compote,,,,facile,bon marché,4,40,20,60
2377,Gâteau au lait vanillé,https://www.marmiton.org/recettes/recette_gateau-au-lait-vanille_51152.aspx,3.4,,,,,,facile,bon marché,4,15,50,65
2378,Brookie : mix entre brownie et cookie,https://www.marmiton.org/recettes/recette_brookie-mix-entre-brownie-et-cookie_230882.aspx,3.9,dessert,gâteau,gâteau au chocolat,,,facile,bon marché,4,15,20,35
2379,Petits palmiers faciles,https://www.marmiton.org/recettes/recette_petits-palmiers-faciles_30991.aspx,4.6,,,,,,très facile,bon marché,4,10,15,25
2380,Crumble aux nectarines,https://www.marmiton.org/recettes/recette_crumble-aux-nectarines_14526.aspx,4.6,dessert,crumble,autres crumbles,,,très facile,bon marché,4,20,40,60
2381,Croquembouche,https://www.marmiton.org/recettes/recette_croquembouche_391414.aspx,4.0,dessert,choux,,,,moyenne,bon marché,4,0,0,0
2382,Tartelettes aux pommes sur compote de fruits,https://www.marmiton.org/recettes/recette_tartelettes-aux-pommes-sur-compote-de-fruits_91727.aspx,4.8,dessert,compote,compote de pomme,,,très facile,bon marché,4,30,20,50
2383,Tarte crumble aux pommes,https://www.marmiton.org/recettes/recette_tarte-crumble-aux-pommes_37128.aspx,4.8,dessert,tarte,tarte aux pommes,,,facile,bon marché,4,15,30,45
2384,Panacotta à la fraise,https://www.marmiton.org/recettes/recette_panacotta-a-la-fraise_10976.aspx,4.5,dessert,crème,panna cotta,,,facile,bon marché,4,15,10,25
2385,Gelée au sirop,https://www.marmiton.org/recettes/recette_gelee-au-sirop_309866.aspx,0.0,,,,,,facile,bon marché,4,5,2,7
2386,Brownies aux noix de pécan,https://www.marmiton.org/recettes/recette_brownies-aux-noix-de-pecan_15024.aspx,4.6,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,10,25,35
2387,"Cheese cake aux fruits rouges, croûte aux spéculoos",https://www.marmiton.org/recettes/recette_cheese-cake-aux-fruits-rouges-croute-aux-speculoos_304683.aspx,4.6,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,30,40,70
2388,Porridge ou home made oatmeal,https://www.marmiton.org/recettes/recette_porridge-ou-home-made-oatmeal_82705.aspx,4.6,dessert,Petit déjeuner,Porridge,,,très facile,bon marché,4,2,17,19
2389,Poirier,https://www.marmiton.org/recettes/recette_poirier_34230.aspx,4.6,,,,,,facile,bon marché,4,1,30,31
2390,Chocolate chip cookies,https://www.marmiton.org/recettes/recette_chocolate-chip-cookies_48124.aspx,4.1,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,20,8,28
2391,Frites de patates douces,https://www.marmiton.org/recettes/recette_frites-de-patates-douces_16705.aspx,4.2,,,,,,très facile,bon marché,4,20,1,21
2392,Clafoutis au raisin muscat,https://www.marmiton.org/recettes/recette_clafoutis-au-raisin-muscat_24906.aspx,4.5,dessert,flan,clafoutis,,,très facile,bon marché,4,20,35,55
2393,Bugnes,https://www.marmiton.org/recettes/recette_bugnes_16033.aspx,4.3,dessert,beignet et friture,beignets sucrés,,,très facile,bon marché,4,1,3,4
2394,amour caché (gâteau antillais),https://www.marmiton.org/recettes/recette_amour-cache-gateau-antillais_19078.aspx,4.5,,,,,,moyenne,moyen,4,40,20,60
2395,Pommes au four au miel et à la cannelle,https://www.marmiton.org/recettes/recette_pommes-au-four-avec-miel-et-cannelle_171958.aspx,4.0,dessert,pomme au four,,,,très facile,bon marché,4,20,30,50
2396,gâteau aux petits beurres et au chocolat,https://www.marmiton.org/recettes/recette_gateau-aux-petits-beurres-et-au-chocolat_335645.aspx,5.0,dessert,gâteau,gâteau au chocolat,,,facile,bon marché,4,20,0,20
2397,Tarte aux pruneaux,https://www.marmiton.org/recettes/recette_tarte-aux-pruneaux_315345.aspx,4.7,dessert,tarte,tarte aux pruneaux,,,facile,moyen,4,50,25,75
2398,Halva aux fruits secs,https://www.marmiton.org/recettes/recette_halva-aux-fruits-secs_19225.aspx,5.0,dessert,gâteau,gâteau aux carottes,,,facile,bon marché,4,30,45,75
2399,Flan aux poires rapide,https://www.marmiton.org/recettes/recette_flan-aux-poires-rapide_16869.aspx,4.1,dessert,flan,,,,très facile,bon marché,4,5,30,35
2400,Gâteau de fête aux fruits,https://www.marmiton.org/recettes/recette_gateau-de-fete-aux-fruits_320377.aspx,5.0,,,,,,facile,bon marché,4,1,20,21
2401,Clafoutis myrtilles-framboises,https://www.marmiton.org/recettes/recette_clafoutis-myrtilles-framboises_339648.aspx,4.9,dessert,flan,clafoutis,,,facile,bon marché,4,15,45,60
2402,Streusel (Alsace),https://www.marmiton.org/recettes/recette_streusel-alsace_15044.aspx,4.6,,,,,,facile,bon marché,4,1,40,41
2403,Tarte aux abricots et romarin,https://www.marmiton.org/recettes/recette_tarte-aux-abricots-et-romarin_228759.aspx,4.5,dessert,tarte,tarte aux abricots,,,très facile,bon marché,4,20,30,50
2404,Gâteau à la poêle,https://www.marmiton.org/recettes/recette_gateau-a-la-poele_23644.aspx,3.4,,,,,,très facile,bon marché,4,20,10,30
2405,Macarons au chocolat blanc,https://www.marmiton.org/recettes/recette_macarons-au-chocolat-blanc_87812.aspx,4.2,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,30,12,42
2406,Le top choc (gâteau chocolat sans farine),https://www.marmiton.org/recettes/recette_le-top-choc-gateau-chocolat-sans-farine_36922.aspx,4.0,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,20,20,40
2407,Gâteau chocolat praliné,https://www.marmiton.org/recettes/recette_gateau-chocolat-praline_16030.aspx,4.6,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,20,25,45
2408,tarte à la crème,https://www.marmiton.org/recettes/recette_tarte-a-la-creme_42563.aspx,3.6,,,,,,très facile,bon marché,4,5,30,35
2409,Opéra,https://www.marmiton.org/recettes/recette_opera_530986.aspx,5.0,dessert,gâteau,gâteau au chocolat,,,difficile,bon marché,4,1,25,26
2410,Glace kinder bueno,https://www.marmiton.org/recettes/recette_glace-kinder-bueno_371822.aspx,5.0,dessert,dessert au chocolat,glace au chocolat,,,très facile,bon marché,4,35,5,40
2411,pâte à crêpes de grand mère,https://www.marmiton.org/recettes/recette_pate-a-crepes-de-grand-mere_335303.aspx,4.5,dessert,crêpe,pâte à crêpes,,,facile,bon marché,4,10,0,10
2412,Gâteau au kiwi,https://www.marmiton.org/recettes/recette_gateau-au-kiwi_54105.aspx,4.6,,,,,,très facile,bon marché,4,10,20,30
2413,Zöpf (pain tresse - brioche) (Suisse),https://www.marmiton.org/recettes/recette_zopf-pain-tresse-brioche-suisse_23695.aspx,4.6,dessert,brioche,brioche suisse,,,moyenne,bon marché,4,0,30,30
2414,Tiramisu (Italie),https://www.marmiton.org/recettes/recette_tiramisu-italie_16201.aspx,4.8,dessert,tiramisu,,,,facile,bon marché,4,40,0,40
2415,Mugcake au yaourt,https://www.marmiton.org/recettes/recette_mugcake-au-yaourt_335409.aspx,3.3,dessert,gâteau,mugcake,,,très facile,bon marché,4,5,2,7
2416,Simplissime charlotte aux pêches,https://www.marmiton.org/recettes/recette_simplissime-charlotte-aux-peches_55923.aspx,5.0,,,,,,très facile,bon marché,4,20,0,20
2417,Fondue au chocolat maison,https://www.marmiton.org/recettes/recette_fondue-au-chocolat-maison_12247.aspx,4.9,,,,,,très facile,moyen,4,15,5,20
2418,Délice des îles à la noix de coco,https://www.marmiton.org/recettes/recette_delice-des-iles-a-la-noix-de-coco_57929.aspx,4.8,,,,,,très facile,bon marché,4,15,45,60
2419,Fondant chocolat poires,https://www.marmiton.org/recettes/recette_fondant-chocolat-poires_165862.aspx,4.2,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,15,30,45
2420,Sablés du millionnaire,https://www.marmiton.org/recettes/recette_sables-du-millionnaire_83813.aspx,4.5,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,1,30,31
2421,Taloa,https://www.marmiton.org/recettes/recette_taloa_11824.aspx,4.4,,,,,,moyenne,moyen,4,20,5,25
2422,Mousse chocolat d’été par Laurent Mariotte,https://www.marmiton.org/recettes/recette_mousse-chocolat-d-ete-par-laurent-mariotte_531309.aspx,0.0,dessert,mousse,,,,facile,bon marché,4,15,0,15
2423,Echaudés de l'Aveyron,https://www.marmiton.org/recettes/recette_echaudes-de-l-aveyron_62360.aspx,4.6,,,,,,facile,bon marché,4,45,35,80
2424,Far breton aux pommes,https://www.marmiton.org/recettes/recette_far-breton-aux-pommes_55150.aspx,4.9,dessert,flan,far breton,,,très facile,bon marché,4,15,45,60
2425,Brioche feuilletée,https://www.marmiton.org/recettes/recette_brioche-feuilletee_229350.aspx,4.4,dessert,brioche,autres brioches,,,moyenne,moyen,4,1245,30,1275
2426,Les gaufres à la bière de tata dede,https://www.marmiton.org/recettes/recette_les-gaufres-a-la-biere-de-tata-dede_23596.aspx,4.7,dessert,gaufre,,,,très facile,bon marché,4,15,4,19
2427,Biscuits sablés aux noisettes,https://www.marmiton.org/recettes/recette_biscuits-sables-aux-noisettes_26136.aspx,4.8,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,20,10,30
2428,"Clafoutis pomme, poire et pruneaux",https://www.marmiton.org/recettes/recette_clafoutis-pomme-poire-et-pruneaux_36411.aspx,4.8,dessert,flan,clafoutis,,,très facile,bon marché,4,15,40,55
2429,Bûche légère aux framboises et au mascarpone,https://www.marmiton.org/recettes/recette_buche-legere-aux-framboises-et-au-mascarpone_54255.aspx,3.9,dessert,bûche de Noël,autres bûches,,,moyenne,bon marché,4,30,17,47
2430,Crêpes aux flocons d'avoine,https://www.marmiton.org/recettes/recette_crepes-aux-flocons-d-avoine_32667.aspx,4.5,dessert,crêpe,crêpes sucrées,,,très facile,bon marché,4,10,20,30
2431,Veritable Brownies,https://www.marmiton.org/recettes/recette_veritable-brownies_56315.aspx,4.6,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,15,25,40
2432,Tartelettes chocolat amandes,https://www.marmiton.org/recettes/recette_tartelette-au-chocolat-et-amandes_201401.aspx,4.3,dessert,tarte,,,,très facile,bon marché,4,20,7,27
2433,Véritables bottereaux de boulangerie (ou beignets de carnaval),https://www.marmiton.org/recettes/recette_veritables-bottereaux-de-boulangerie-ou-beignets-de-carnaval_66771.aspx,4.9,dessert,beignet et friture,beignets sucrés,,,très facile,bon marché,4,15,1,16
2434,Quatre-quarts au chocolat,https://www.marmiton.org/recettes/recette_quatre-quarts-au-chocolat_15294.aspx,4.5,dessert,gâteau,quatre quarts,,,très facile,bon marché,4,10,40,50
2435,Palmitos,https://www.marmiton.org/recettes/recette_palmitos_12949.aspx,4.6,,,,,,très facile,bon marché,4,20,15,35
2436,Feuilleté de nutella,https://www.marmiton.org/recettes/recette_feuillete-de-nutella_59379.aspx,4.6,,,,,,très facile,bon marché,4,10,20,30
2437,Charlotte aux fruits rouges,https://www.marmiton.org/recettes/recette_charlotte-aux-fruits-rouges_18081.aspx,4.6,dessert,charlotte,charlotte aux fruits,,,facile,moyen,4,30,0,30
2438,Gâteau au chocolat et aux petits LU,https://www.marmiton.org/recettes/recette_gateau-au-chocolat-et-aux-petits-lu_17081.aspx,4.0,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,20,0,20
2439,Kouign aman - gâteau breton,https://www.marmiton.org/recettes/recette_kouign-aman-gateau-breton_66915.aspx,4.1,dessert,gâteau,gâteau breton,,,moyenne,bon marché,4,30,35,65
2440,Pudding de pain dur,https://www.marmiton.org/recettes/recette_pudding-de-pain-dur_88366.aspx,4.4,dessert,pudding,,,,très facile,bon marché,4,15,45,60
2441,Kit pour cookies de Noël,https://www.marmiton.org/recettes/recette_kit-pour-cookies-de-noel_383195.aspx,4.3,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,5,0,5
2442,Gâteau d'anniversaire Lion,https://www.marmiton.org/recettes/recette_gateau-d-anniversaire-lion_322130.aspx,4.8,dessert,gâteau,gâteau d'anniversaire,,,facile,bon marché,4,1,40,41
2443,Riz collant à la mangue,https://www.marmiton.org/recettes/recette_sticky-rice_224593.aspx,4.8,dessert,,,,,facile,bon marché,4,10,25,35
2444,Brioche tressée,https://www.marmiton.org/recettes/recette_brioche-tressee_26337.aspx,3.7,dessert,brioche,autres brioches,,,moyenne,bon marché,4,30,40,70
2445,Pancakes (sans levure),https://www.marmiton.org/recettes/recette_pancakes-sans-levure_337266.aspx,5.0,dessert,crêpe,pancake,,,facile,bon marché,4,15,30,45
2446,Verrines ultra légères au yaourt et aux fruits,https://www.marmiton.org/recettes/recette_verrine-yahourt-et-fruits-ultra-legere_61014.aspx,5.0,dessert,,,,,très facile,bon marché,4,15,0,15
2447,Tarte aux figues de Provence,https://www.marmiton.org/recettes/recette_tarte-aux-figues-de-provence_229669.aspx,5.0,,,,,,facile,bon marché,4,20,35,55
2448,Le sandwich aux fruits japonais (Fruit sando),https://www.marmiton.org/recettes/recette_le-sandwich-japonais-aux-fruits-fur-tsu-sando_530965.aspx,4.0,dessert,,,,,facile,bon marché,4,10,0,10
2449,Tarte poire et chocolat au Thermomix,https://www.marmiton.org/recettes/recette_tarte-poire-et-chocolat-au-thermomix_382610.aspx,0.0,dessert,tarte,tarte poire chocolat,,,facile,bon marché,4,20,1,21
2450,Mini gâteau ballon de football,https://www.marmiton.org/recettes/recette_mini-gateau-ballon-de-football_344706.aspx,4.0,,,,,,moyenne,bon marché,4,40,20,60
2451,Glaçage au chocolat pour éclairs,https://www.marmiton.org/recettes/recette_glacage-au-chocolat-pour-eclairs_89004.aspx,3.7,dessert,choux,éclair,,,très facile,bon marché,4,5,0,5
2452,Gâteau au chocolat facile au fromage blanc,https://www.marmiton.org/recettes/recette_gateau-au-chocolat-facile-au-fromage-blanc_92683.aspx,4.6,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,10,25,35
2453,Gâteau à l'orange moelleux et fondant,https://www.marmiton.org/recettes/recette_gateau-a-l-orange-moelleux-et-fondant_320089.aspx,4.9,dessert,gâteau,gâteaux aux fruits,,,facile,bon marché,4,10,30,40
2454,Cookies façon Levain Bakery,https://www.marmiton.org/recettes/recette_cookies-facon-levain-bakery_392481.aspx,5.0,dessert,gâteau,petits gâteaux,,,facile,moyen,4,15,0,15
2455,gâteau aux raisins secs,https://www.marmiton.org/recettes/recette_gateau-aux-raisins-secs_31822.aspx,4.7,dessert,gâteau,gâteaux aux fruits,,,très facile,bon marché,4,10,45,55
2456,Cake végétalien à la banane,https://www.marmiton.org/recettes/recette_cake-vegetalien-a-la-banane_220495.aspx,4.6,dessert,gâteau,cakes,,,très facile,bon marché,4,10,50,60
2457,Clafoutis à la groseille,https://www.marmiton.org/recettes/recette_clafoutis-a-la-groseille_36156.aspx,4.3,dessert,flan,clafoutis,,,très facile,bon marché,4,15,45,60
2458,Pâte feuilletée sans gluten,https://www.marmiton.org/recettes/recette_pate-feuilletee-sans-gluten_534819.aspx,0.0,dessert,tarte,pâte à tarte,,,facile,bon marché,4,30,0,30
2459,Gâteau au yaourt aux pêches au sirop,https://www.marmiton.org/recettes/recette_gateau-au-yaourt-aux-peches-au-sirop_70677.aspx,4.7,dessert,gâteau,gâteau au yaourt,,,très facile,bon marché,4,15,50,65
2460,Kaiserschmarrn,https://www.marmiton.org/recettes/recette_kaiserschmarrn_60897.aspx,4.8,,,,,,facile,bon marché,4,15,0,15
2461,Mousse à la vanille,https://www.marmiton.org/recettes/recette_mousse-a-la-vanille_221968.aspx,4.2,,,,,,facile,bon marché,4,20,0,20
2462,Crème aux speculoos,https://www.marmiton.org/recettes/recette_creme-aux-speculoos_53731.aspx,2.9,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,10,30,40
2463,Compote de rhubarbe aux fraises,https://www.marmiton.org/recettes/recette_compote-de-rhubarbe-aux-fraises_30143.aspx,4.8,dessert,compote,,,,très facile,moyen,4,15,15,30
2464,Pompette de Noël ultra simple  (biscuit de Provence ),https://www.marmiton.org/recettes/recette_pompette-de-noel-ultra-simple-biscuit-de-provence_54592.aspx,4.6,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,10,25,35
2465,CROUSTILLANTS,https://www.marmiton.org/recettes/recette_croustillants_18669.aspx,4.3,,,,,,très facile,bon marché,4,5,10,15
2466,Gâteau d'anniversaire en forme de papillon,https://www.marmiton.org/recettes/recette_gateau-d-anniversaire-en-forme-de-papillon_232653.aspx,4.4,dessert,gâteau,gâteau d'anniversaire,,,moyenne,bon marché,4,1,20,21
2467,Crêpes Vegan sans oeufs ni lait,https://www.marmiton.org/recettes/recette_crepes-vegan_337324.aspx,3.9,dessert,crêpe,crêpes sucrées,,,très facile,bon marché,4,15,0,15
2468,Crème pâtissière (sans gluten),https://www.marmiton.org/recettes/recette_creme-patissiere-sans-gluten_337641.aspx,5.0,dessert,crème,crème pâtissière,,,très facile,moyen,4,15,0,15
2469,Crêpes diététiques,https://www.marmiton.org/recettes/recette_crepes-dietetiques_16255.aspx,4.4,dessert,crêpe,crêpes sucrées,,,très facile,bon marché,4,15,1,16
